Time (s), Voltage (V), Current (A), SOC (%)
5383, 3.95, 0.16, 70.90, 
5384, 3.94, 0.16, 70.90, 
5385, 3.95, 0.16, 70.91, 
5386, 3.95, 0.16, 70.91, 
5387, 3.95, 0.16, 70.92, 
5388, 3.95, 0.16, 70.92, 
5389, 3.95, 0.16, 70.93, 
5390, 3.95, 0.16, 70.94, 
5391, 3.95, 0.16, 70.94, 
5392, 3.95, 0.16, 70.95, 
5393, 3.95, 0.16, 70.95, 
5394, 3.94, 0.16, 70.96, 
5395, 3.95, 0.16, 70.96, 
5396, 3.95, 0.16, 70.97, 
5397, 3.95, 0.16, 70.97, 
5398, 3.95, 0.16, 70.98, 
5399, 3.95, 0.16, 70.99, 
5400, 3.95, 0.16, 70.99, 
5401, 3.95, 0.16, 71.00, 
5402, 3.95, 0.16, 71.00, 
5403, 3.95, 0.16, 71.01, 
5404, 3.95, 0.16, 71.01, 
5405, 3.95, 0.16, 71.02, 
5406, 3.95, 0.16, 71.03, 
5407, 3.95, 0.16, 71.03, 
5408, 3.95, 0.16, 71.04, 
5409, 3.95, 0.16, 71.04, 
5410, 3.95, 0.16, 71.05, 
5411, 3.95, 0.16, 71.05, 
5412, 3.95, 0.16, 71.06, 
5413, 3.95, 0.16, 71.07, 
5414, 3.95, 0.16, 71.07, 
5415, 3.95, 0.16, 71.08, 
5416, 3.95, 0.16, 71.08, 
5417, 3.95, 0.16, 71.09, 
5418, 3.95, 0.16, 71.09, 
5419, 3.95, 0.16, 71.10, 
5420, 3.95, 0.16, 71.10, 
5421, 3.95, 0.16, 71.11, 
5422, 3.95, 0.16, 71.12, 
5423, 3.95, 0.16, 71.12, 
5424, 3.95, 0.16, 71.13, 
5425, 3.95, 0.16, 71.13, 
5426, 3.95, 0.16, 71.14, 
5427, 3.95, 0.16, 71.14, 
5428, 3.95, 0.16, 71.15, 
5429, 3.95, 0.16, 71.16, 
5430, 3.96, 0.16, 71.16, 
5431, 3.95, 0.16, 71.17, 
5432, 3.95, 0.16, 71.17, 
5433, 3.95, 0.16, 71.18, 
5434, 3.95, 0.16, 71.18, 
5435, 3.95, 0.16, 71.19, 
5436, 3.95, 0.16, 71.19, 
5437, 3.95, 0.16, 71.20, 
5438, 3.95, 0.16, 71.21, 
5439, 3.95, 0.16, 71.21, 
5440, 3.95, 0.16, 71.22, 
5441, 3.96, 0.16, 71.22, 
5442, 3.96, 0.16, 71.23, 
5443, 3.95, 0.16, 71.23, 
5444, 3.96, 0.16, 71.24, 
5445, 3.96, 0.16, 71.25, 
5446, 3.95, 0.16, 71.25, 
5447, 3.95, 0.16, 71.26, 
5448, 3.95, 0.16, 71.26, 
5449, 3.95, 0.16, 71.27, 
5450, 3.96, 0.16, 71.27, 
5451, 3.95, 0.16, 71.28, 
5452, 3.96, 0.16, 71.28, 
5453, 3.96, 0.16, 71.29, 
5454, 3.95, 0.16, 71.30, 
5455, 3.95, 0.16, 71.30, 
5456, 3.95, 0.16, 71.31, 
5457, 3.96, 0.16, 71.31, 
5458, 3.96, 0.16, 71.32, 
5459, 3.95, 0.16, 71.32, 
5460, 3.95, 0.16, 71.33, 
5461, 3.96, 0.16, 71.33, 
5462, 3.96, 0.16, 71.34, 
5463, 3.96, 0.16, 71.35, 
5464, 3.95, 0.16, 71.35, 
5465, 3.95, 0.16, 71.36, 
5466, 3.95, 0.16, 71.36, 
5467, 3.96, 0.16, 71.37, 
5468, 3.94, 0.16, 71.37, 
5469, 3.95, 0.16, 71.38, 
5470, 3.96, 0.16, 71.38, 
5471, 3.95, 0.16, 71.39, 
5472, 3.96, 0.16, 71.40, 
5473, 3.96, 0.16, 71.40, 
5474, 3.95, 0.16, 71.41, 
5475, 3.96, 0.16, 71.41, 
5476, 3.96, 0.16, 71.42, 
5477, 3.95, 0.16, 71.42, 
5478, 3.96, 0.16, 71.43, 
5479, 3.96, 0.16, 71.43, 
5480, 3.96, 0.16, 71.44, 
5481, 3.96, 0.16, 71.45, 
5482, 3.95, 0.16, 71.45, 
5483, 3.95, 0.16, 71.46, 
5484, 3.95, 0.16, 71.46, 
5485, 3.96, 0.16, 71.47, 
5486, 3.96, 0.16, 71.47, 
5487, 3.95, 0.16, 71.48, 
5488, 3.96, 0.16, 71.48, 
5489, 3.96, 0.16, 71.49, 
5490, 3.95, 0.16, 71.49, 
5491, 3.96, 0.16, 71.50, 
5492, 3.95, 0.16, 71.51, 
5493, 3.96, 0.16, 71.51, 
5494, 3.96, 0.16, 71.52, 
5495, 3.96, 0.16, 71.52, 
5496, 3.96, 0.16, 71.53, 
5497, 3.96, 0.16, 71.53, 
5498, 3.96, 0.16, 71.54, 
5499, 3.96, 0.16, 71.54, 
5500, 3.95, 0.16, 71.55, 
5501, 3.95, 0.16, 71.56, 
5502, 3.96, 0.16, 71.56, 
5503, 3.96, 0.16, 71.57, 
5504, 3.96, 0.16, 71.57, 
5505, 3.96, 0.16, 71.58, 
5506, 3.96, 0.16, 71.58, 
5507, 3.96, 0.16, 71.59, 
5508, 3.96, 0.16, 71.59, 
5509, 3.96, 0.16, 71.60, 
5510, 3.96, 0.16, 71.60, 
5511, 3.96, 0.16, 71.61, 
5512, 3.96, 0.16, 71.62, 
5513, 3.96, 0.16, 71.62, 
5514, 3.96, 0.16, 71.63, 
5515, 3.96, 0.16, 71.63, 
5516, 3.96, 0.16, 71.64, 
5517, 3.96, 0.16, 71.64, 
5518, 3.96, 0.16, 71.65, 
5519, 3.96, 0.16, 71.65, 
5520, 3.96, 0.16, 71.66, 
5521, 3.96, 0.16, 71.66, 
5522, 3.96, 0.16, 71.67, 
5523, 3.96, 0.16, 71.68, 
5524, 3.96, 0.16, 71.68, 
5525, 3.96, 0.16, 71.69, 
5526, 3.96, 0.16, 71.69, 
5527, 3.95, 0.16, 71.70, 
5528, 3.96, 0.16, 71.70, 
5529, 3.96, 0.16, 71.71, 
5530, 3.96, 0.16, 71.71, 
5531, 3.96, 0.16, 71.72, 
5532, 3.96, 0.16, 71.72, 
5533, 3.96, 0.16, 71.73, 
5534, 3.96, 0.16, 71.74, 
5535, 3.96, 0.16, 71.74, 
5536, 3.96, 0.16, 71.75, 
5537, 3.96, 0.16, 71.75, 
5538, 3.96, 0.16, 71.76, 
5539, 3.96, 0.16, 71.76, 
5540, 3.96, 0.16, 71.77, 
5541, 3.96, 0.16, 71.77, 
5542, 3.96, 0.16, 71.78, 
5543, 3.96, 0.16, 71.78, 
5544, 3.96, 0.16, 71.79, 
5545, 3.96, 0.16, 71.80, 
5546, 3.96, 0.16, 71.80, 
5547, 3.96, 0.16, 71.81, 
5548, 3.96, 0.16, 71.81, 
5549, 3.96, 0.16, 71.82, 
5550, 3.96, 0.15, 71.82, 
5551, 3.96, 0.16, 71.83, 
5552, 3.96, 0.16, 71.83, 
5553, 3.96, 0.16, 71.84, 
5554, 3.96, 0.16, 71.84, 
5555, 3.97, 0.16, 71.85, 
5556, 3.96, 0.16, 71.85, 
5557, 3.97, 0.16, 71.86, 
5558, 3.97, 0.15, 71.87, 
5559, 3.97, 0.16, 71.87, 
5560, 3.96, 0.16, 71.88, 
5561, 3.96, 0.16, 71.88, 
5562, 3.96, 0.15, 71.89, 
5563, 3.97, 0.16, 71.89, 
5564, 3.96, 0.15, 71.90, 
5565, 3.97, 0.16, 71.90, 
5566, 3.96, 0.16, 71.91, 
5567, 3.96, 0.15, 71.91, 
5568, 3.97, 0.16, 71.92, 
5569, 3.96, 0.15, 71.92, 
5570, 3.96, 0.15, 71.93, 
5571, 3.97, 0.15, 71.94, 
5572, 3.97, 0.15, 71.94, 
5573, 3.96, 0.15, 71.95, 
5574, 3.97, 0.15, 71.95, 
5575, 3.96, 0.15, 71.96, 
5576, 3.97, 0.15, 71.96, 
5577, 3.96, 0.15, 71.97, 
5578, 3.97, 0.15, 71.97, 
5579, 3.97, 0.15, 71.98, 
5580, 3.96, 0.15, 71.98, 
5581, 3.96, 0.15, 71.99, 
5582, 3.96, 0.15, 71.99, 
5583, 3.96, 0.15, 72.00, 
5584, 3.97, 0.15, 72.01, 
5585, 3.96, 0.15, 72.01, 
5586, 3.96, 0.15, 72.02, 
5587, 3.97, 0.15, 72.02, 
5588, 3.96, 0.15, 72.03, 
5589, 3.96, 0.15, 72.03, 
5590, 3.96, 0.15, 72.04, 
5591, 3.96, 0.15, 72.04, 
5592, 3.96, 0.15, 72.05, 
5593, 3.97, 0.15, 72.05, 
5594, 3.96, 0.15, 72.06, 
5595, 3.96, 0.15, 72.06, 
5596, 3.96, 0.15, 72.07, 
5597, 3.97, 0.15, 72.07, 
5598, 3.97, 0.15, 72.08, 
5599, 3.97, 0.15, 72.09, 
5600, 3.97, 0.15, 72.09, 
5601, 3.97, 0.15, 72.10, 
5602, 3.97, 0.15, 72.10, 
5603, 3.97, 0.15, 72.11, 
5604, 3.97, 0.15, 72.11, 
5605, 3.96, 0.15, 72.12, 
5606, 3.97, 0.15, 72.12, 
5607, 3.96, 0.15, 72.13, 
5608, 3.96, 0.15, 72.13, 
5609, 3.97, 0.15, 72.14, 
5610, 3.97, 0.15, 72.14, 
5611, 3.96, 0.15, 72.15, 
5612, 3.97, 0.15, 72.15, 
5613, 3.97, 0.15, 72.16, 
5614, 3.96, 0.15, 72.16, 
5615, 3.97, 0.15, 72.17, 
5616, 3.97, 0.15, 72.18, 
5617, 3.97, 0.15, 72.18, 
5618, 3.97, 0.15, 72.19, 
5619, 3.96, 0.15, 72.19, 
5620, 3.96, 0.15, 72.20, 
5621, 3.97, 0.15, 72.20, 
5622, 3.96, 0.15, 72.21, 
5623, 3.97, 0.15, 72.21, 
5624, 3.96, 0.15, 72.22, 
5625, 3.97, 0.15, 72.22, 
5626, 3.97, 0.15, 72.23, 
5627, 3.96, 0.15, 72.23, 
5628, 3.96, 0.15, 72.24, 
5629, 3.97, 0.15, 72.24, 
5630, 3.96, 0.15, 72.25, 
5631, 3.97, 0.15, 72.25, 
5632, 3.97, 0.15, 72.26, 
5633, 3.96, 0.15, 72.27, 
5634, 3.96, 0.15, 72.27, 
5635, 3.97, 0.15, 72.28, 
5636, 3.98, 0.15, 72.28, 
5637, 3.97, 0.15, 72.29, 
5638, 3.97, 0.15, 72.29, 
5639, 3.97, 0.15, 72.30, 
5640, 3.97, 0.15, 72.30, 
5641, 3.96, 0.15, 72.31, 
5642, 3.96, 0.15, 72.31, 
5643, 3.97, 0.15, 72.32, 
5644, 3.97, 0.15, 72.32, 
5645, 3.97, 0.15, 72.33, 
5646, 3.97, 0.15, 72.33, 
5647, 3.97, 0.15, 72.34, 
5648, 3.97, 0.15, 72.34, 
5649, 3.97, 0.15, 72.35, 
5650, 3.97, 0.15, 72.35, 
5651, 3.97, 0.15, 72.36, 
5652, 3.97, 0.15, 72.36, 
5653, 3.97, 0.15, 72.37, 
5654, 3.97, 0.15, 72.38, 
5655, 3.97, 0.15, 72.38, 
5656, 3.97, 0.15, 72.39, 
5657, 3.97, 0.15, 72.39, 
5658, 3.97, 0.15, 72.40, 
5659, 3.97, 0.15, 72.40, 
5660, 3.97, 0.15, 72.41, 
5661, 3.97, 0.15, 72.41, 
5662, 3.97, 0.15, 72.42, 
5663, 3.97, 0.15, 72.42, 
5664, 3.97, 0.15, 72.43, 
5665, 3.97, 0.15, 72.43, 
5666, 3.97, 0.15, 72.44, 
5667, 3.97, 0.15, 72.44, 
5668, 3.97, 0.15, 72.45, 
5669, 3.97, 0.15, 72.45, 
5670, 3.97, 0.15, 72.46, 
5671, 3.97, 0.15, 72.46, 
5672, 3.97, 0.15, 72.47, 
5673, 3.97, 0.15, 72.47, 
5674, 3.97, 0.15, 72.48, 
5675, 3.97, 0.15, 72.48, 
5676, 3.97, 0.15, 72.49, 
5677, 3.97, 0.15, 72.50, 
5678, 3.97, 0.15, 72.50, 
5679, 3.97, 0.15, 72.51, 
5680, 3.98, 0.15, 72.51, 
5681, 3.97, 0.15, 72.52, 
5682, 3.97, 0.15, 72.52, 
5683, 3.97, 0.15, 72.53, 
5684, 3.98, 0.15, 72.53, 
5685, 3.97, 0.15, 72.54, 
5686, 3.97, 0.15, 72.54, 
5687, 3.97, 0.15, 72.55, 
5688, 3.97, 0.15, 72.55, 
5689, 3.97, 0.15, 72.56, 
5690, 3.97, 0.15, 72.56, 
5691, 3.97, 0.15, 72.57, 
5692, 3.97, 0.15, 72.57, 
5693, 3.97, 0.15, 72.58, 
5694, 3.97, 0.15, 72.58, 
5695, 3.97, 0.15, 72.59, 
5696, 3.98, 0.15, 72.59, 
5697, 3.98, 0.15, 72.60, 
5698, 3.97, 0.15, 72.60, 
5699, 3.98, 0.15, 72.61, 
5700, 3.97, 0.15, 72.61, 
5701, 3.97, 0.15, 72.62, 
5702, 3.97, 0.15, 72.62, 
5703, 3.98, 0.15, 72.63, 
5704, 3.97, 0.15, 72.63, 
5705, 3.97, 0.15, 72.64, 
5706, 3.97, 0.15, 72.65, 
5707, 3.98, 0.15, 72.65, 
5708, 3.98, 0.15, 72.66, 
5709, 3.97, 0.15, 72.66, 
5710, 3.98, 0.15, 72.67, 
5711, 3.98, 0.15, 72.67, 
5712, 3.98, 0.15, 72.68, 
5713, 3.98, 0.15, 72.68, 
5714, 3.97, 0.15, 72.69, 
5715, 3.97, 0.15, 72.69, 
5716, 3.97, 0.15, 72.70, 
5717, 3.97, 0.15, 72.70, 
5718, 3.97, 0.15, 72.71, 
5719, 3.98, 0.15, 72.71, 
5720, 3.98, 0.15, 72.72, 
5721, 3.97, 0.15, 72.72, 
5722, 3.98, 0.15, 72.73, 
5723, 3.98, 0.15, 72.73, 
5724, 3.97, 0.15, 72.74, 
5725, 3.97, 0.15, 72.74, 
5726, 3.98, 0.15, 72.75, 
5727, 3.97, 0.15, 72.75, 
5728, 3.97, 0.15, 72.76, 
5729, 3.98, 0.15, 72.76, 
5730, 3.97, 0.15, 72.77, 
5731, 3.98, 0.15, 72.77, 
5732, 3.98, 0.15, 72.78, 
5733, 3.97, 0.15, 72.78, 
5734, 3.98, 0.15, 72.79, 
5735, 3.98, 0.15, 72.79, 
5736, 3.97, 0.15, 72.80, 
5737, 3.98, 0.15, 72.80, 
5738, 3.97, 0.15, 72.81, 
5739, 3.98, 0.15, 72.81, 
5740, 3.97, 0.15, 72.82, 
5741, 3.98, 0.15, 72.82, 
5742, 3.98, 0.15, 72.83, 
5743, 3.98, 0.15, 72.83, 
5744, 3.97, 0.15, 72.84, 
5745, 3.97, 0.15, 72.84, 
5746, 3.97, 0.15, 72.85, 
5747, 3.97, 0.15, 72.85, 
5748, 3.98, 0.15, 72.86, 
5749, 3.97, 0.15, 72.86, 
5750, 3.97, 0.15, 72.87, 
5751, 3.98, 0.15, 72.88, 
5752, 3.97, 0.15, 72.88, 
5753, 3.97, 0.15, 72.89, 
5754, 3.97, 0.15, 72.89, 
5755, 3.97, 0.15, 72.90, 
5756, 3.98, 0.15, 72.90, 
5757, 3.98, 0.15, 72.91, 
5758, 3.97, 0.15, 72.91, 
5759, 3.98, 0.15, 72.92, 
5760, 3.98, 0.14, 72.92, 
5761, 3.98, 0.15, 72.93, 
5762, 3.98, 0.15, 72.93, 
5763, 3.98, 0.15, 72.94, 
5764, 3.98, 0.15, 72.94, 
5765, 3.97, 0.14, 72.95, 
5766, 3.97, 0.15, 72.95, 
5767, 3.98, 0.15, 72.96, 
5768, 3.98, 0.14, 72.96, 
5769, 3.98, 0.14, 72.97, 
5770, 3.99, 0.15, 72.97, 
5771, 3.98, 0.15, 72.98, 
5772, 3.98, 0.15, 72.98, 
5773, 3.98, 0.15, 72.99, 
5774, 3.98, 0.15, 72.99, 
5775, 3.98, 0.14, 73.00, 
5776, 3.98, 0.15, 73.00, 
5777, 3.98, 0.15, 73.01, 
5778, 3.98, 0.14, 73.01, 
5779, 3.98, 0.14, 73.02, 
5780, 3.98, 0.14, 73.02, 
5781, 3.98, 0.14, 73.03, 
5782, 3.98, 0.14, 73.03, 
5783, 3.98, 0.14, 73.04, 
5784, 3.98, 0.14, 73.04, 
5785, 3.98, 0.15, 73.05, 
5786, 3.98, 0.14, 73.05, 
5787, 3.98, 0.14, 73.06, 
5788, 3.98, 0.14, 73.06, 
5789, 3.98, 0.14, 73.07, 
5790, 3.98, 0.14, 73.07, 
5791, 3.98, 0.14, 73.08, 
5792, 3.98, 0.14, 73.08, 
5793, 3.98, 0.14, 73.09, 
5794, 3.97, 0.14, 73.09, 
5795, 3.98, 0.14, 73.10, 
5796, 3.98, 0.14, 73.10, 
5797, 3.98, 0.14, 73.11, 
5798, 3.98, 0.14, 73.11, 
5799, 3.98, 0.14, 73.12, 
5800, 3.98, 0.14, 73.12, 
5801, 3.98, 0.14, 73.13, 
5802, 3.98, 0.14, 73.13, 
5803, 3.98, 0.14, 73.14, 
5804, 3.98, 0.14, 73.14, 
5805, 3.98, 0.14, 73.15, 
5806, 3.98, 0.14, 73.15, 
5807, 3.98, 0.14, 73.16, 
5808, 3.98, 0.14, 73.16, 
5809, 3.98, 0.14, 73.17, 
5810, 3.98, 0.14, 73.17, 
5811, 3.98, 0.14, 73.18, 
5812, 3.98, 0.14, 73.18, 
5813, 3.98, 0.14, 73.19, 
5814, 3.98, 0.14, 73.19, 
5815, 3.98, 0.14, 73.20, 
5816, 3.98, 0.14, 73.20, 
5817, 3.98, 0.14, 73.21, 
5818, 3.98, 0.14, 73.21, 
5819, 3.98, 0.14, 73.22, 
5820, 3.99, 0.14, 73.22, 
5821, 3.99, 0.14, 73.23, 
5822, 3.98, 0.14, 73.23, 
5823, 3.98, 0.14, 73.24, 
5824, 3.98, 0.14, 73.24, 
5825, 3.99, 0.14, 73.25, 
5826, 3.98, 0.14, 73.25, 
5827, 3.99, 0.14, 73.26, 
5828, 3.98, 0.14, 73.26, 
5829, 3.98, 0.14, 73.27, 
5830, 3.99, 0.14, 73.27, 
5831, 3.98, 0.14, 73.28, 
5832, 3.98, 0.14, 73.28, 
5833, 3.98, 0.14, 73.29, 
5834, 3.98, 0.14, 73.29, 
5835, 3.98, 0.14, 73.30, 
5836, 3.98, 0.14, 73.30, 
5837, 3.98, 0.14, 73.31, 
5838, 3.98, 0.14, 73.31, 
5839, 3.98, 0.14, 73.32, 
5840, 3.98, 0.14, 73.32, 
5841, 3.98, 0.14, 73.32, 
5842, 3.99, 0.14, 73.33, 
5843, 3.99, 0.14, 73.33, 
5844, 3.99, 0.14, 73.34, 
5845, 3.98, 0.14, 73.34, 
5846, 3.98, 0.14, 73.35, 
5847, 3.98, 0.14, 73.35, 
5848, 3.99, 0.14, 73.36, 
5849, 3.98, 0.14, 73.36, 
5850, 3.99, 0.14, 73.37, 
5851, 3.99, 0.14, 73.37, 
5852, 3.98, 0.14, 73.38, 
5853, 3.99, 0.14, 73.38, 
5854, 3.98, 0.14, 73.39, 
5855, 3.98, 0.14, 73.39, 
5856, 3.98, 0.14, 73.40, 
5857, 3.98, 0.14, 73.40, 
5858, 3.98, 0.14, 73.41, 
5859, 3.98, 0.14, 73.41, 
5860, 3.98, 0.14, 73.42, 
5861, 3.98, 0.14, 73.42, 
5862, 3.98, 0.14, 73.43, 
5863, 3.99, 0.14, 73.43, 
5864, 3.98, 0.14, 73.44, 
5865, 3.99, 0.14, 73.44, 
5866, 3.99, 0.14, 73.45, 
5867, 3.98, 0.14, 73.45, 
5868, 3.99, 0.14, 73.46, 
5869, 3.98, 0.14, 73.46, 
5870, 3.98, 0.14, 73.47, 
5871, 3.98, 0.14, 73.47, 
5872, 3.98, 0.14, 73.48, 
5873, 3.99, 0.14, 73.48, 
5874, 3.98, 0.14, 73.49, 
5875, 3.98, 0.14, 73.49, 
5876, 3.98, 0.14, 73.50, 
5877, 3.99, 0.14, 73.50, 
5878, 3.99, 0.14, 73.51, 
5879, 3.98, 0.14, 73.51, 
5880, 3.98, 0.14, 73.52, 
5881, 3.98, 0.14, 73.52, 
5882, 3.99, 0.14, 73.53, 
5883, 3.98, 0.14, 73.53, 
5884, 3.99, 0.14, 73.54, 
5885, 3.99, 0.14, 73.54, 
5886, 3.98, 0.14, 73.54, 
5887, 3.99, 0.14, 73.55, 
5888, 3.99, 0.14, 73.55, 
5889, 3.99, 0.14, 73.56, 
5890, 3.99, 0.14, 73.56, 
5891, 3.99, 0.14, 73.57, 
5892, 3.98, 0.14, 73.57, 
5893, 3.98, 0.14, 73.58, 
5894, 3.99, 0.14, 73.58, 
5895, 3.98, 0.14, 73.59, 
5896, 3.99, 0.14, 73.59, 
5897, 3.99, 0.14, 73.60, 
5898, 3.98, 0.14, 73.60, 
5899, 3.98, 0.14, 73.61, 
5900, 3.98, 0.14, 73.61, 
5901, 3.99, 0.14, 73.62, 
5902, 3.99, 0.14, 73.62, 
5903, 3.99, 0.14, 73.63, 
5904, 3.99, 0.14, 73.63, 
5905, 3.99, 0.14, 73.64, 
5906, 3.98, 0.14, 73.64, 
5907, 3.98, 0.14, 73.65, 
5908, 3.99, 0.14, 73.65, 
5909, 3.98, 0.14, 73.66, 
5910, 3.99, 0.14, 73.66, 
5911, 3.99, 0.14, 73.67, 
5912, 3.99, 0.14, 73.67, 
5913, 3.99, 0.14, 73.68, 
5914, 3.99, 0.14, 73.68, 
5915, 3.99, 0.14, 73.68, 
5916, 3.99, 0.14, 73.69, 
5917, 3.98, 0.14, 73.69, 
5918, 3.99, 0.14, 73.70, 
5919, 3.99, 0.14, 73.70, 
5920, 3.99, 0.14, 73.71, 
5921, 3.99, 0.14, 73.71, 
5922, 3.99, 0.14, 73.72, 
5923, 3.99, 0.14, 73.72, 
5924, 3.99, 0.14, 73.73, 
5925, 3.99, 0.14, 73.73, 
5926, 3.99, 0.14, 73.74, 
5927, 3.99, 0.14, 73.74, 
5928, 3.99, 0.14, 73.75, 
5929, 3.99, 0.14, 73.75, 
5930, 3.99, 0.14, 73.76, 
5931, 3.99, 0.14, 73.76, 
5932, 3.99, 0.14, 73.77, 
5933, 3.99, 0.14, 73.77, 
5934, 3.99, 0.14, 73.78, 
5935, 3.99, 0.14, 73.78, 
5936, 3.99, 0.14, 73.79, 
5937, 3.99, 0.14, 73.79, 
5938, 3.99, 0.14, 73.80, 
5939, 3.99, 0.14, 73.80, 
5940, 3.99, 0.14, 73.80, 
5941, 3.99, 0.14, 73.81, 
5942, 3.99, 0.14, 73.81, 
5943, 3.99, 0.14, 73.82, 
5944, 3.99, 0.14, 73.82, 
5945, 3.99, 0.14, 73.83, 
5946, 3.99, 0.14, 73.83, 
5947, 3.99, 0.14, 73.84, 
5948, 3.99, 0.14, 73.84, 
5949, 3.99, 0.14, 73.85, 
5950, 3.99, 0.14, 73.85, 
5951, 3.99, 0.14, 73.86, 
5952, 3.99, 0.14, 73.86, 
5953, 3.99, 0.14, 73.87, 
5954, 3.99, 0.14, 73.87, 
5955, 3.99, 0.14, 73.88, 
5956, 4.00, 0.14, 73.88, 
5957, 3.99, 0.14, 73.89, 
5958, 3.99, 0.14, 73.89, 
5959, 4.00, 0.14, 73.90, 
5960, 3.99, 0.14, 73.90, 
5961, 3.99, 0.14, 73.90, 
5962, 3.99, 0.14, 73.91, 
5963, 3.99, 0.14, 73.91, 
5964, 3.99, 0.14, 73.92, 
5965, 3.99, 0.14, 73.92, 
5966, 3.99, 0.14, 73.93, 
5967, 4.00, 0.14, 73.93, 
5968, 3.99, 0.14, 73.94, 
5969, 3.99, 0.14, 73.94, 
5970, 3.99, 0.14, 73.95, 
5971, 3.99, 0.14, 73.95, 
5972, 3.99, 0.14, 73.96, 
5973, 3.99, 0.14, 73.96, 
5974, 3.99, 0.14, 73.97, 
5975, 3.99, 0.14, 73.97, 
5976, 3.99, 0.13, 73.98, 
5977, 3.99, 0.14, 73.98, 
5978, 3.99, 0.14, 73.99, 
5979, 4.00, 0.14, 73.99, 
5980, 3.99, 0.14, 73.99, 
5981, 4.00, 0.14, 74.00, 
5982, 3.99, 0.13, 74.00, 
5983, 3.99, 0.14, 74.01, 
5984, 3.99, 0.14, 74.01, 
5985, 4.00, 0.14, 74.02, 
5986, 3.99, 0.14, 74.02, 
5987, 3.99, 0.14, 74.03, 
5988, 4.00, 0.14, 74.03, 
5989, 4.00, 0.14, 74.04, 
5990, 4.00, 0.14, 74.04, 
5991, 4.00, 0.14, 74.05, 
5992, 4.00, 0.14, 74.05, 
5993, 4.00, 0.13, 74.06, 
5994, 3.99, 0.13, 74.06, 
5995, 3.99, 0.14, 74.07, 
5996, 4.00, 0.13, 74.07, 
5997, 4.00, 0.13, 74.07, 
5998, 4.00, 0.13, 74.08, 
5999, 4.00, 0.14, 74.08, 
6000, 4.00, 0.13, 74.09, 
6001, 3.99, 0.14, 74.09, 
6002, 3.99, 0.14, 74.10, 
6003, 3.99, 0.14, 74.10, 
6004, 4.00, 0.13, 74.11, 
6005, 3.99, 0.14, 74.11, 
6006, 3.99, 0.13, 74.12, 
6007, 3.99, 0.14, 74.12, 
6008, 4.00, 0.13, 74.13, 
6009, 4.00, 0.13, 74.13, 
6010, 4.00, 0.13, 74.14, 
6011, 3.99, 0.13, 74.14, 
6012, 4.00, 0.13, 74.15, 
6013, 4.00, 0.13, 74.15, 
6014, 4.00, 0.13, 74.15, 
6015, 3.99, 0.13, 74.16, 
6016, 3.99, 0.13, 74.16, 
6017, 3.99, 0.13, 74.17, 
6018, 3.99, 0.13, 74.17, 
6019, 4.00, 0.13, 74.18, 
6020, 3.99, 0.13, 74.18, 
6021, 4.00, 0.13, 74.19, 
6022, 3.99, 0.13, 74.19, 
6023, 4.00, 0.13, 74.20, 
6024, 4.00, 0.13, 74.20, 
6025, 4.00, 0.13, 74.21, 
6026, 3.99, 0.13, 74.21, 
6027, 4.00, 0.13, 74.21, 
6028, 4.00, 0.13, 74.22, 
6029, 4.00, 0.13, 74.22, 
6030, 3.99, 0.13, 74.23, 
6031, 4.00, 0.13, 74.23, 
6032, 4.00, 0.13, 74.24, 
6033, 4.00, 0.13, 74.24, 
6034, 4.00, 0.13, 74.25, 
6035, 4.00, 0.13, 74.25, 
6036, 3.99, 0.13, 74.26, 
6037, 4.00, 0.13, 74.26, 
6038, 3.99, 0.13, 74.27, 
6039, 4.00, 0.13, 74.27, 
6040, 3.99, 0.13, 74.27, 
6041, 3.99, 0.13, 74.28, 
6042, 4.00, 0.13, 74.28, 
6043, 4.00, 0.13, 74.29, 
6044, 3.99, 0.13, 74.29, 
6045, 3.99, 0.13, 74.30, 
6046, 4.00, 0.13, 74.30, 
6047, 4.00, 0.13, 74.31, 
6048, 4.00, 0.13, 74.31, 
6049, 3.99, 0.13, 74.32, 
6050, 4.00, 0.13, 74.32, 
6051, 4.00, 0.13, 74.33, 
6052, 4.00, 0.13, 74.33, 
6053, 4.00, 0.13, 74.33, 
6054, 4.00, 0.13, 74.34, 
6055, 4.00, 0.13, 74.34, 
6056, 4.00, 0.13, 74.35, 
6057, 4.00, 0.13, 74.35, 
6058, 4.00, 0.13, 74.36, 
6059, 3.99, 0.13, 74.36, 
6060, 4.00, 0.13, 74.37, 
6061, 4.00, 0.13, 74.37, 
6062, 4.00, 0.13, 74.38, 
6063, 4.00, 0.13, 74.38, 
6064, 4.00, 0.13, 74.39, 
6065, 4.00, 0.13, 74.39, 
6066, 4.00, 0.13, 74.39, 
6067, 4.00, 0.13, 74.40, 
6068, 4.00, 0.13, 74.40, 
6069, 3.99, 0.13, 74.41, 
6070, 4.00, 0.13, 74.41, 
6071, 4.00, 0.13, 74.42, 
6072, 4.00, 0.13, 74.42, 
6073, 4.00, 0.13, 74.43, 
6074, 4.00, 0.13, 74.43, 
6075, 4.00, 0.13, 74.44, 
6076, 4.00, 0.13, 74.44, 
6077, 4.00, 0.13, 74.44, 
6078, 3.99, 0.13, 74.45, 
6079, 4.00, 0.13, 74.45, 
6080, 4.00, 0.13, 74.46, 
